attribute1, attribute2,target
0.0200,-0.7100,-0.376
2.2400,-1.5700,0.118
3.5400,-2.4700,0.328
1.6100,-3.4300,-0.44300000000000006
-2.4000,-0.3300,-1.026
-0.4100,3.9600,0.42900000000000005
-0.1500,3.1200,0.33900000000000013
-2.8600,-2.4500,-1.5879999999999999
1.6400,0.5300,0.358
0.5100,-3.1800,-0.7230000000000001
0.4000,2.1100,0.302
-0.1500,-0.8300,-0.45099999999999996
2.7400,-2.2700,0.12800000000000006
1.1000,1.3400,0.35800000000000004
3.2700,2.3700,1.215
2.8000,-2.0000,0.19999999999999996
0.1500,0.8400,-0.026999999999999996
0.8400,3.5200,0.7160000000000001
-0.5800,-0.9800,-0.61
1.3100,2.2900,0.611
0.8000,-3.7900,-0.758
-2.2400,3.0500,-0.30200000000000005
2.8800,-1.9700,0.22999999999999998
0.9900,-2.0200,-0.34700000000000003
0.4600,0.4200,-0.017999999999999974
3.8300,-2.2400,0.46099999999999997
3.1800,2.8000,1.274
1.5900,-0.7800,0.08099999999999996
-2.1900,2.5100,-0.3949999999999999
-1.1100,1.0400,-0.36499999999999994
-1.1100,0.0200,-0.569
-3.8000,3.2500,-0.7299999999999999
-3.7400,-2.1600,-1.794
3.5200,-3.6300,0.09000000000000008
-3.7900,-0.1100,-1.399
-1.4100,-0.3800,-0.7390000000000001
-1.4500,-3.3600,-1.347
2.1200,1.9300,0.782
0.8700,-2.8500,-0.549
-2.6200,1.2400,-0.778
-1.4800,2.8400,-0.11599999999999999
-1.2900,3.1800,0.009000000000000119
-1.4100,1.5800,-0.347
2.3400,-0.2000,0.42199999999999993
-1.8300,-1.8800,-1.165
0.7200,-3.8600,-0.796
1.3900,-0.0500,0.16699999999999998
-1.7800,-0.9700,-0.968
0.1100,1.3900,0.07099999999999998
1.4100,-2.0000,-0.21700000000000003
-3.9800,2.0400,-1.0259999999999998
2.8600,-0.9400,0.43
-1.3900,0.5600,-0.545
-0.2900,-3.3400,-0.995
2.2800,2.1500,0.8739999999999999
1.3100,3.6000,0.8730000000000001
1.1300,-3.4700,-0.5950000000000001
-3.6400,-2.5600,-1.844
1.6500,2.3200,0.7189999999999999
3.0600,0.7200,0.822
-1.2900,-3.9600,-1.419
-1.3600,0.9600,-0.456
2.9200,-3.5700,-0.07799999999999996
0.0400,-2.7600,-0.7799999999999999
3.6100,2.7800,1.399
-2.7000,2.0600,-0.638
-2.9200,-0.6700,-1.25
-0.6100,1.9300,-0.03699999999999998
1.2300,0.9100,0.31100000000000005
2.9700,-3.9000,-0.129
-3.7200,-1.3200,-1.62
-3.7600,3.7200,-0.6239999999999998
3.8800,-3.2800,0.2679999999999999
-1.7500,2.5400,-0.257
-0.6600,-2.1900,-0.876
-1.4900,-3.5800,-1.403
3.9300,-2.8100,0.377
-3.2000,2.4100,-0.718
0.2900,1.2300,0.093
-0.5200,-3.1800,-1.032
-0.2400,-0.2700,-0.366
2.9500,-1.7100,0.303
0.1500,-3.7100,-0.937
1.2300,-0.4400,0.040999999999999995
-2.5100,1.2300,-0.7469999999999999
-3.1200,-0.9300,-1.3619999999999999
-1.4200,-1.6200,-0.99
1.7400,0.6200,0.406
-0.0200,2.5300,0.26
-3.0300,-2.2900,-1.607
3.6700,3.7200,1.605
-1.7000,-1.1000,-0.97
2.3800,1.9300,0.86
-1.6300,-0.2000,-0.7689999999999999
1.3100,0.5900,0.271
-2.2400,-1.5600,-1.2240000000000002
1.8500,-0.8000,0.15500000000000003
-3.3900,1.8200,-0.8929999999999998
-2.4300,2.6000,-0.44899999999999995
2.7000,-0.0700,0.556
0.1500,-1.8000,-0.555
2.4300,-3.1300,-0.137
-3.3000,1.9500,-0.84
-1.0600,-0.4400,-0.646
1.4200,0.5800,0.302
-2.8400,0.6100,-0.9700000000000001
-0.8900,-2.6000,-1.0270000000000001
-1.9600,-1.3700,-1.1019999999999999
2.2000,1.7100,0.762
-3.2900,-2.9700,-1.821
-3.1300,-2.2200,-1.6229999999999998
2.6300,-1.6700,0.2149999999999999
1.3400,1.1400,0.39
-1.5100,1.9000,-0.31299999999999994
0.8600,1.2000,0.258
1.0800,3.9200,0.8680000000000001
-1.5100,3.0000,-0.09299999999999986
-3.7000,-0.4500,-1.4400000000000002
2.3000,-3.2400,-0.19800000000000018
-0.7100,0.7100,-0.31099999999999994
-1.6900,-0.5300,-0.853
2.4700,0.1300,0.527
1.7200,1.3200,0.54
3.2800,-3.2200,0.09999999999999976
-1.9900,0.9700,-0.643
1.2100,-3.5300,-0.583
-1.0900,-0.8000,-0.727
1.6700,-1.2100,0.019000000000000017
-0.0900,-2.1400,-0.6950000000000001
-3.7300,0.0800,-1.343
-3.8900,-2.6600,-1.939
-1.2800,0.1100,-0.602
-3.4300,-3.7300,-2.0149999999999997
2.9100,3.9200,1.417
0.0000,0.3100,-0.178
-3.2400,-0.0800,-1.228
-1.0500,1.5500,-0.24499999999999988
3.4500,-3.5700,0.08099999999999996
-1.4700,-0.9700,-0.875
-0.8300,1.6800,-0.15299999999999997
0.9500,-0.4300,-0.04100000000000002
-0.5900,-1.1900,-0.655
-2.9000,-3.7100,-1.8519999999999999
3.8700,3.2400,1.5690000000000002
2.7300,-0.6100,0.45699999999999996
3.8600,0.0800,0.9339999999999999
0.5400,3.2400,0.5700000000000002
0.1900,0.6900,-0.04500000000000001
1.8500,-1.3100,0.05300000000000005
-2.3800,-0.2600,-1.006
-0.6100,3.6300,0.303
-1.5200,1.4700,-0.40199999999999997
-3.1800,2.5900,-0.6759999999999999
-0.1000,1.9300,0.11599999999999999
-1.5700,-3.1400,-1.339
1.8000,-2.3000,-0.15999999999999992
-0.0100,-2.5700,-0.757
-2.1500,-0.1600,-0.9169999999999999
-3.6100,-2.1800,-1.759
-0.3900,-0.8900,-0.535
-1.0100,-3.0600,-1.155
-1.1000,0.1400,-0.542
2.5300,1.5500,0.829
-2.4000,3.1900,-0.32199999999999995
-2.2300,3.4600,-0.21699999999999986
-3.8900,-2.2000,-1.847
0.2100,-1.0600,-0.389
-3.8000,0.2200,-1.3359999999999999
3.5500,3.1000,1.445
-1.0700,-2.6700,-1.095
1.9600,-3.4600,-0.3440000000000001
-3.0400,-2.0600,-1.564
-2.0900,2.8900,-0.2889999999999998
-2.0200,-0.6200,-0.97
-2.2500,0.4800,-0.819
-0.4100,-1.3900,-0.641
-3.9600,-0.7100,-1.5699999999999998
2.5800,-2.8500,-0.03600000000000003
1.8000,2.7100,0.8420000000000001
1.4600,0.5700,0.312
2.1200,0.4600,0.48800000000000004
-2.1000,3.7900,-0.11199999999999999
2.7700,0.0500,0.601
-2.1000,-0.8900,-1.048
0.1300,2.7700,0.3530000000000001
-2.4200,1.7400,-0.6179999999999999
-3.5700,-2.5000,-1.811
-3.7400,1.8600,-0.99
1.6100,-2.7400,-0.30500000000000005
-2.0900,-3.7000,-1.607
-3.2000,-2.9100,-1.782
-2.9500,3.5800,-0.4089999999999999
0.9300,3.6400,0.7670000000000001
2.2700,1.6100,0.763
-1.1200,3.4600,0.11599999999999999
0.2800,1.1200,0.06800000000000006
-3.1100,-0.3600,-1.245
3.0800,-2.4600,0.19199999999999995
0.0600,1.7800,0.13400000000000004
-2.5300,3.0400,-0.3909999999999998
-1.1300,-0.1300,-0.605
0.3400,-2.2900,-0.596
-2.8400,3.7200,-0.348
1.0100,-0.5400,-0.04500000000000001
-2.4400,1.5600,-0.6599999999999999
2.8300,-3.4700,-0.08500000000000008
-1.0800,-1.3000,-0.8240000000000001
-2.9900,-3.4200,-1.8210000000000002
-1.7100,3.4300,-0.06699999999999995
-0.9500,-1.0400,-0.7329999999999999
2.2900,0.8900,0.625
3.2400,-3.0800,0.11599999999999988
2.8200,-2.9500,0.015999999999999903
1.8500,-0.9400,0.12700000000000006
1.5200,2.8500,0.786
-0.5400,-2.6500,-0.932
-0.4100,-1.6500,-0.6930000000000001
-1.0700,1.7100,-0.21899999999999992
3.2900,3.6200,1.471
3.0200,1.6000,0.986
-2.4100,1.6900,-0.625
-1.9800,-1.5300,-1.1400000000000001
2.0600,-1.0100,0.176
